Query_label	Target_label	ID	ProkkaNO	Percent_identity	align_length	mismatch	gap_opens	start_query	end_query	start_target	end_target	E_value	Bit score	seqname	start	end	strand	GTDBTax	MiDAS3_6Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	max_abund	Function
icaA	Aved_18-Q3-R54-62_BAT3C.302_03622	Aved_18-Q3-R54-62_BAT3C.302	3622	20.192	104	82	1	112	215	6	108	0.000212	46.5	tig00028733-10-1110760	54720	55076	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	ESV283.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_283,s:midas_s_283;	99.6	1445	FPLP01004264.2.1479 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	99.3	1480	NA	SY
icaA	Aved_18-Q3-R54-62_BAT3C.302_04713	Aved_18-Q3-R54-62_BAT3C.302	4713	21.858	183	132	6	70	249	1	175	2.54e-18	88.9	tig01608342-10-5099280	186622	187308	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	ESV283.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_283,s:midas_s_283;	99.6	1445	FPLP01004264.2.1479 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	99.3	1480	NA	SY
icaA	Aved_18-Q3-R54-62_BAT3C.309_00786	Aved_18-Q3-R54-62_BAT3C.309	786	28.916	83	58	1	45	127	2	83	2.03e-17	82.6	tig00006828-10-300550	6088	6387	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	SY
icaA	Aved_18-Q3-R54-62_BAT3C.309_00788	Aved_18-Q3-R54-62_BAT3C.309	788	23.27	159	115	3	35	188	14	170	4.72e-23	103	tig00006828-10-300550	7559	8338	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	SY
icaA	Aved_18-Q3-R54-62_BAT3C.309_00931	Aved_18-Q3-R54-62_BAT3C.309	931	22.751	189	142	3	47	234	4	189	5.36e-39	149	tig00373134-10-19807410	117342	118478	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	SY
icaA	Aved_18-Q3-R54-62_BAT3C.309_00933	Aved_18-Q3-R54-62_BAT3C.309	933	21.717	198	147	5	46	237	12	207	5.17e-38	145	tig00373134-10-19807410	119764	120735	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	SY
icaB	Aved_18-Q3-R54-62_BAT3C.309_03432	Aved_18-Q3-R54-62_BAT3C.309	3432	22.5	240	158	6	46	275	6	227	1.46e-59	195	tig00379145-10-13942480	835142	835882	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	ESV2550.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_caeni;	100	1460	AMXD01000247.830.2370 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera aminoaromatica S2	99.4	1539	0.15594675	MOD
icaA	Aved_18-Q3-R54-62_BAT3C.394_00903	Aved_18-Q3-R54-62_BAT3C.394	903	21.986	282	182	8	43	311	7	263	2.03e-21	99.7	tig00006722-10-5174190	417417	418331	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	SY
icaA	Aved_18-Q3-R54-62_BAT3C.394_01325	Aved_18-Q3-R54-62_BAT3C.394	1325	24.611	386	269	8	28	407	82	451	1.67e-73	242	tig00009713-10-1225350	71602	72969	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	SY
icaA	Aved_18-Q3-R54-62_BAT3C.394_02635	Aved_18-Q3-R54-62_BAT3C.394	2635	24.561	114	83	1	48	161	2	112	1.27e-21	100	tig00015934-10-1874520	121653	122588	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	SY
icaA	Aved_18-Q3-R54-62_BAT3C.394_03168	Aved_18-Q3-R54-62_BAT3C.394	3168	22.936	109	76	3	48	156	2	102	2.31e-11	69.6	tig00019453-10-1878150	131171	131917	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	SY
icaA	Aved_18-Q3-R54-62_BAT3C.394_03732	Aved_18-Q3-R54-62_BAT3C.394	3732	20.833	216	157	6	36	249	11	214	8.64e-24	105	tig01608118-10-14295950	293544	294314	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	SY
icaA	Aved_18-Q3-R54-62_BAT3C.394_03733	Aved_18-Q3-R54-62_BAT3C.394	3733	22.596	208	151	5	48	253	2	201	3.07e-25	108	tig01608118-10-14295950	294311	295060	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	SY
icaB	Aved_18-Q3-R54-62_BAT3C.448_00009	Aved_18-Q3-R54-62_BAT3C.448	9	21.875	160	95	3	44	184	8	156	1.21e-33	132	tig00011938-10-3263830	7266	8453	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	ESV3775.1431;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154,f:midas_f_27,g:midas_g_3775,s:midas_s_3775;	98.9	1433	FPLP01006773.14.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;metagenome	98.7	1491	NA	MOD
icaA	Aved_18-Q3-R54-62_BAT3C.448_04854	Aved_18-Q3-R54-62_BAT3C.448	4854	20.581	413	313	10	8	410	17	424	8.65e-52	184	tig00053507-10-856060	26476	27762	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	ESV3775.1431;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154,f:midas_f_27,g:midas_g_3775,s:midas_s_3775;	98.9	1433	FPLP01006773.14.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;metagenome	98.7	1491	NA	SY
icaA	Aved_18-Q3-R54-62_BAT3C.518_00187	Aved_18-Q3-R54-62_BAT3C.518	187	26.531	147	100	4	27	165	289	435	4.71e-11	70.8	tig00004048-10-7431970	53029	54828	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	SY
icaA	Aved_18-Q3-R54-62_BAT3C.518_00504	Aved_18-Q3-R54-62_BAT3C.518	504	20.301	133	102	2	48	178	2	132	7.89e-09	59.6	tig00004048-10-7431970	372040	372453	-	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	SY
icaA	Aved_18-Q3-R54-62_BAT3C.518_00813	Aved_18-Q3-R54-62_BAT3C.518	813	21.698	106	82	1	60	164	40	145	3.09e-09	64.2	tig00004048-10-7431970	722953	723927	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	SY
icaA	Aved_18-Q3-R54-62_BAT3C.518_01825	Aved_18-Q3-R54-62_BAT3C.518	1825	21.484	256	183	6	50	303	4	243	5.41e-21	98.5	tig00017130-10-1885120	124589	125536	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	SY
icaA	Aved_18-Q3-R54-62_BAT3C.518_02079	Aved_18-Q3-R54-62_BAT3C.518	2079	21.485	377	277	9	7	369	10	381	6.97e-54	191	tig00023167-10-1019570	51391	52884	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	SY
icaA	Aved_18-Q3-R54-62_BAT3C.540_02241	Aved_18-Q3-R54-62_BAT3C.540	2241	22.115	208	145	9	47	245	8	207	1.25e-17	87.4	tig00000023-10-69002250	2673354	2674091	+	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	SY
icaA	Aved_18-Q3-R54-62_BAT3C.540_05071	Aved_18-Q3-R54-62_BAT3C.540	5071	20.524	229	154	8	56	272	12	224	4.37e-19	93.5	tig00000023-10-69002250	6228549	6229547	-	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	SY
icaA	Aved_18-Q3-R54-62_BAT3C.540_05373	Aved_18-Q3-R54-62_BAT3C.540	5373	24.39	246	183	3	45	288	56	300	9.48e-51	183	tig00000023-10-69002250	6592548	6594071	-	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	SY
icaB	Aved_18-Q3-R54-62_BAT3C.540_05564	Aved_18-Q3-R54-62_BAT3C.540	5564	22.53	253	159	8	42	284	23	248	2.37e-53	179	tig00000023-10-69002250	6804191	6804955	-	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	MOD
icaA	Aved_18-Q3-R54-62_BAT3C.633_01177	Aved_18-Q3-R54-62_BAT3C.633	1177	20.161	124	90	4	49	165	20	141	3.84e-13	77.7	tig00014682-10-2749010	157158	159830	-	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	SY
icaA	Aved_18-Q3-R54-62_BAT3C.633_01441	Aved_18-Q3-R54-62_BAT3C.633	1441	22.886	201	145	3	44	242	3	195	2.58e-28	121	tig00015176-10-2939640	151049	152446	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	SY
icaA	Aved_18-Q3-R54-62_BAT3C.633_03228	Aved_18-Q3-R54-62_BAT3C.633	3228	21.164	189	142	3	47	228	6	194	6.22e-26	112	tig00029471-10-1376440	101136	102143	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	SY
icaA	Aved_18-Q3-R54-62_BAT3C.689_00452	Aved_18-Q3-R54-62_BAT3C.689	452	20.779	231	171	5	48	272	44	268	7.89e-18	90.4	tig00003729-10-8710230	417802	418959	+	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__;s__	ESV9481.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_1412,s:midas_s_8871;	99	1412	LMZR01000034.4660.6149 Bacteria;Chloroflexi;OLB14;Chloroflexi bacterium OLB14	96.6	1490	0.084246285	SY
icaA	Aved_18-Q3-R54-62_BAT3C.689_01581	Aved_18-Q3-R54-62_BAT3C.689	1581	22.353	85	64	1	47	131	4	86	1.25e-12	69.2	tig00007498-10-4964410	40292	40564	-	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__;s__	ESV9481.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_1412,s:midas_s_8871;	99	1412	LMZR01000034.4660.6149 Bacteria;Chloroflexi;OLB14;Chloroflexi bacterium OLB14	96.6	1490	0.084246285	SY
icaA	Aved_18-Q3-R54-62_BAT3C.689_03245	Aved_18-Q3-R54-62_BAT3C.689	3245	22.768	224	168	5	47	266	14	236	7.22e-28	118	tig00030316-10-750950	57217	58215	-	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__;s__	ESV9481.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_1412,s:midas_s_8871;	99	1412	LMZR01000034.4660.6149 Bacteria;Chloroflexi;OLB14;Chloroflexi bacterium OLB14	96.6	1490	0.084246285	SY
icaA	Aved_18-Q3-R54-62_BAT3C.689_03287	Aved_18-Q3-R54-62_BAT3C.689	3287	25.217	115	80	2	226	334	3	117	5.21e-05	51.2	tig00037947-10-742260	29704	30696	-	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__;s__	ESV9481.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_1412,s:midas_s_8871;	99	1412	LMZR01000034.4660.6149 Bacteria;Chloroflexi;OLB14;Chloroflexi bacterium OLB14	96.6	1490	0.084246285	SY
