Query_label	Target_label	ID	ProkkaNO	Percent_identity	align_length	mismatch	gap_opens	start_query	end_query	start_target	end_target	E_value	Bit score	seqname	start	end	strand	GTDBTax	MiDAS3_6Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	max_abund	Function
bcsCII	Aved_18-Q3-R54-62_BAT3C.394_03921	Aved_18-Q3-R54-62_BAT3C.394	3921	24.804	895	629	11	85	953	23	899	2.54e-152	502	tig01608118-10-14295950	488809	493125	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	Export
bcsY	Aved_18-Q3-R54-62_BAT3C.394_04460	Aved_18-Q3-R54-62_BAT3C.394	4460	22.845	232	143	7	25	230	1	222	2.52e-18	89.2	tig01608118-10-14295950	1007727	1008476	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.394_04462	Aved_18-Q3-R54-62_BAT3C.394	4462	23.158	95	72	1	250	344	87	180	2.2e-05	50.6	tig01608118-10-14295950	1009344	1009916	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__	ESV901.1450;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Rhodoferax,s:midas_s_901;	100	1450	FPLP01005491.16.1523 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;metagenome	98.9	1508	0.0917491	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.448_00885	Aved_18-Q3-R54-62_BAT3C.448	885	29.598	348	233	5	26	361	3	350	3.69e-93	297	tig00012391-10-3324830	268155	270104	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	ESV3775.1431;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154,f:midas_f_27,g:midas_g_3775,s:midas_s_3775;	98.9	1433	FPLP01006773.14.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;metagenome	98.7	1491	NA	MOD
bcsCII	Aved_18-Q3-R54-62_BAT3C.448_01743	Aved_18-Q3-R54-62_BAT3C.448	1743	22.464	276	207	3	393	663	16	289	1.82e-14	85	tig00018006-10-2556290	82266	84284	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	ESV3775.1431;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154,f:midas_f_27,g:midas_g_3775,s:midas_s_3775;	98.9	1433	FPLP01006773.14.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;metagenome	98.7	1491	NA	Export
bcsCII	Aved_18-Q3-R54-62_BAT3C.448_04097	Aved_18-Q3-R54-62_BAT3C.448	4097	20.274	365	251	11	313	653	720	1068	2.88e-05	55.3	tig00033786-10-888640	15823	19035	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	ESV3775.1431;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154,f:midas_f_27,g:midas_g_3775,s:midas_s_3775;	98.9	1433	FPLP01006773.14.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;metagenome	98.7	1491	NA	Export
bcsABII-A	Aved_18-Q3-R54-62_BAT3C.448_04854	Aved_18-Q3-R54-62_BAT3C.448	4854	24.011	354	240	9	101	439	13	352	6.68e-66	236	tig00053507-10-856060	26476	27762	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__	ESV3775.1431;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154,f:midas_f_27,g:midas_g_3775,s:midas_s_3775;	98.9	1433	FPLP01006773.14.1502 Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;metagenome	98.7	1491	NA	SY
bcsY	Aved_18-Q3-R54-62_BAT3C.518_01442	Aved_18-Q3-R54-62_BAT3C.518	1442	20.181	332	223	7	29	334	5	320	9.97e-22	100	tig00017070-10-1859480	142856	143845	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	MOD
bcsABII-A	Aved_18-Q3-R54-62_BAT3C.518_02079	Aved_18-Q3-R54-62_BAT3C.518	2079	21.73	497	359	12	97	571	2	490	5.63e-99	333	tig00023167-10-1019570	51391	52884	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV8483.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	97.4	1439	EF594055.1.1468 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	97.1	1475	0.29217008	SY
bcsABII-A	Aved_18-Q3-R54-62_BAT3C.540_05373	Aved_18-Q3-R54-62_BAT3C.540	5373	20.217	460	334	13	125	559	36	487	3.85e-76	268	tig00000023-10-69002250	6592548	6594071	-	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	SY
bcsCII	Aved_18-Q3-R54-62_BAT3C.540_06710	Aved_18-Q3-R54-62_BAT3C.540	6710	20.139	288	213	3	318	590	168	453	2.94e-14	83.4	tig00000449-10-28489590	1320176	1321723	-	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	Export
bcsCII	Aved_18-Q3-R54-62_BAT3C.540_07008	Aved_18-Q3-R54-62_BAT3C.540	7008	22.846	534	359	8	308	822	46	545	7.54e-19	98.5	tig00000449-10-28489590	1703863	1705551	+	d__Bacteria;p__Myxococcota;c__UBA727;o__;f__;g__;s__	ESV7079.1480;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,g:midas_g_6017,s:midas_s_6017;	99.8	1480	EU234271.1.1519 Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured bacterium	99.4	1519	0.30156043	Export
bcsY	Aved_18-Q3-R54-62_BAT3C.633_00883	Aved_18-Q3-R54-62_BAT3C.633	883	27.559	127	84	4	26	144	16	142	3.41e-12	70.3	tig00012781-10-3352930	157425	157952	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_00884	Aved_18-Q3-R54-62_BAT3C.633	884	21.154	104	82	0	252	355	139	242	1.02e-07	59.1	tig00012781-10-3352930	157922	158749	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_01084	Aved_18-Q3-R54-62_BAT3C.633	1084	23.483	379	258	7	25	373	11	387	2.71e-40	156	tig00014682-10-2749010	45288	47084	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_01131	Aved_18-Q3-R54-62_BAT3C.633	1131	23.575	386	263	11	17	372	1	384	8.01e-60	210	tig00014682-10-2749010	101184	103196	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_01566	Aved_18-Q3-R54-62_BAT3C.633	1566	21.067	356	238	8	32	345	654	1008	7.58e-34	139	tig00015176-10-2939640	276582	279689	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_01678	Aved_18-Q3-R54-62_BAT3C.633	1678	20.112	358	241	8	40	357	2	354	2.75e-26	113	tig00018535-10-1634890	28200	29267	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_01680	Aved_18-Q3-R54-62_BAT3C.633	1680	20.707	396	249	10	26	365	17	403	4.25e-34	136	tig00018535-10-1634890	30665	31891	-	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsCII	Aved_18-Q3-R54-62_BAT3C.633_02273	Aved_18-Q3-R54-62_BAT3C.633	2273	20.307	261	197	4	332	592	109	358	4.15e-11	72.6	tig00021046-10-2224910	29087	30226	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	Export
bcsY	Aved_18-Q3-R54-62_BAT3C.633_02284	Aved_18-Q3-R54-62_BAT3C.633	2284	29.337	392	240	11	25	386	4	388	1.54e-69	236	tig00021046-10-2224910	41216	43276	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_02446	Aved_18-Q3-R54-62_BAT3C.633	2446	25.915	355	237	9	31	360	7	360	7.56e-54	192	tig00021046-10-2224910	207262	209004	-	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_02489	Aved_18-Q3-R54-62_BAT3C.633	2489	25.954	393	263	7	12	376	3	395	5.78e-48	174	tig00023429-10-1509720	36577	37992	-	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_03932	Aved_18-Q3-R54-62_BAT3C.633	3932	23.344	317	217	8	14	304	36	352	2.63e-31	129	tig00048921-10-598240	54082	55479	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_03971	Aved_18-Q3-R54-62_BAT3C.633	3971	24.149	323	218	7	10	312	20	335	1.07e-27	117	tig00073182-10-435840	31775	32794	+	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.633_04061	Aved_18-Q3-R54-62_BAT3C.633	4061	23.848	369	242	7	25	363	12	371	5.56e-46	167	tig00129487-10-185410	6970	8109	-	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__	ESV334.1444;tax=d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:midas_g_120,s:midas_s_334;	99.4	1444	FPLM01006868.11.1512 Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;metagenome	99.3	1502	1.7658404	MOD
bcsY	Aved_18-Q3-R54-62_BAT3C.689_01560	Aved_18-Q3-R54-62_BAT3C.689	1560	20.058	344	248	5	30	353	17	353	4.55e-25	110	tig00007498-10-4964410	16353	17483	-	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__;s__	ESV9481.1412;tax=d:Bacteria,p:Chloroflexi,c:OLB14,o:midas_o_731,f:midas_f_731,g:midas_g_1412,s:midas_s_8871;	99	1412	LMZR01000034.4660.6149 Bacteria;Chloroflexi;OLB14;Chloroflexi bacterium OLB14	96.6	1490	0.084246285	MOD
bcsABII-A	Aved_18-Q3-R54-62_BAT3C.695_03182	Aved_18-Q3-R54-62_BAT3C.695	3182	20.29	483	339	16	104	552	14	484	3.62e-110	364	tig01616730-10-13334490	515993	517480	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ESV1267.1442;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_89;	99.2	1446	FPLP01001753.2.1491 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	98.3	1491	NA	SY
bcsCII	Aved_18-Q3-R54-62_BAT3C.95_02689	Aved_18-Q3-R54-62_BAT3C.95	2689	21.561	269	197	3	326	589	254	513	8.99e-18	95	tig00020531-10-1361630	80814	82454	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	ESV273.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:midas_o_26,f:midas_f_98,g:midas_g_273,s:midas_s_273;	98.7	1460	FPLP01007360.14.1531 Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;metagenome	98.6	1518	NA	Export
bcsCII	Aved_18-Q3-R54-62_BAT3C.95_03592	Aved_18-Q3-R54-62_BAT3C.95	3592	22.433	263	173	5	357	611	567	806	4.41e-12	77.3	tig01608512-10-3231120	164335	166893	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	ESV273.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:midas_o_26,f:midas_f_98,g:midas_g_273,s:midas_s_273;	98.7	1460	FPLP01007360.14.1531 Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;metagenome	98.6	1518	NA	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.150_01058	Aved_18-Q3-R54-62_BATAC.150	1058	20.678	295	215	3	580	873	19	295	9.96e-05	53	tig00001398-10-14408340	1229408	1230706	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	ESV2895.1477;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_2895;	99.8	1479	FJ624903.1.1540 Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;uncultured bacterium	94.8	1542	0.11113086	Export
